team_id,team_name,final_ELO
56,Monaco,1639.04
440,Nantes,1582.36
451,Reims,1538.89
480,Strasbourg,1471.51
491,Brest,1462.77
439,Toulouse,1435.34
1406,Sedan,1413.29
449,Lens,1379.40
1412,Istres,1362.43
493,Le Havre,1359.29
450,Thonon Evian FC,1338.98
496,Arles-Avignon,1336.90
1404,CA Bastia,1329.10
479,Auxerre,1319.90
434,Saint-Étienne,1312.87
495,Créteil,1306.59
1389,Béziers,1275.83
444,Angers SCO,1271.47
483,Bourg-en-Bresse,1269.75
3906,Le Mans,1259.46
1394,Chambly,1250.42
489,Gazélec Ajaccio,1248.63
484,Orléans,1233.96
492,Tours,1230.25
433,Bordeaux,1223.98
446,Dijon,1213.41
494,Paris,1212.04
437,Bastia,1201.70
1390,Dunkerque,1196.44
454,Sochaux,1196.04
3897,Annecy,1195.99
432,Caen,1195.45
481,Amiens SC,1193.47
436,Guingamp,1193.30
1402,Pau,1192.75
487,Laval,1186.61
1398,Grenoble Foot 38,1186.45
1399,Rodez,1186.26
438,Metz,1183.67
1044,Quevilly Rouen,1181.58
452,Ajaccio,1180.12
448,Lorient,1175.97
485,Red Star,1169.15
490,Clermont,1165.39
486,Troyes,1165.31
3874,Martigues,1157.43
497,Châteauroux,1149.11
488,Nîmes,1144.81
447,Nancy,1142.47
1396,Concarneau,1109.42
453,Valenciennes,1104.37
482,Niort,1096.27
